"Date","Product_Name","Promotion_Applied","Professions","Line_of_Business","Traffic_on_Site","Status","Campaign_Platform","Tactic_Testing","Promotion_Rate","Course_Cost","Cost_Yeild","Day_of_Week","Campaign_Cost","Leads","promo_effect","platform_effect","Sales","Conversion_Rate"
2025-03-26,"Rental vs Sales - Defining Your Path","None","Other","Commerical",853,"Pre-Licensing","LinkedIn","A",NA,200,NA,"Wednesday",379.68,7,0.8,1.1,0,0
2025-03-26,"Outsmartimg the 20215 Housing Market","30% Off","Appraiser","Government",880,"Pre-Licensing","Email","A",0.3,1000,300,"Wednesday",201.61,6,1.15,1,0,0
2025-03-26,"20-Hour Mortage Broker Education","None","Appraiser","Other",869,"Continuing Education","LinkedIn","C",NA,2000,NA,"Wednesday",388.13,20,0.8,1.1,2,10
2025-03-26,"Transition from Home Real Estate to Commerical Real Estate","None","Mortgage Broker","Residential",344,"Pre-Licensing","Facebook","B",NA,750,NA,"Wednesday",301.77,13,0.8,1,0,0
2025-03-26,"Real Estate Introduction","40% Off","Real Estate Agent","Private",266,"Pre-Licensing","Facebook","B",0.4,1500,600,"Wednesday",479,21,1.3,1,3,14.29
2025-03-26,"Real Estate Introduction","50% Off","Mortgage Broker","Commerical",384,"Pre-Licensing","Direct","B",0.5,1500,750,"Wednesday",63.18,9,1.5,1.4,1,11.11
2025-03-27,"Real Estate Introduction","None","Mortgage Broker","Other",876,"Continuing Education","Facebook","A",NA,1500,NA,"Thursday",321.6,6,0.8,1,0,0
2025-03-27,"Transition from Home Real Estate to Commerical Real Estate","None","Mortgage Broker","Commerical",104,"Continuing Education","Facebook","A",NA,750,NA,"Thursday",334.35,26,0.8,1,2,7.69
2025-03-27,"Appraisers State Exam","50% Off","Mortgage Broker","Commerical",631,"Continuing Education","LinkedIn","B",0.5,750,375,"Thursday",249.48,26,1.5,1.1,4,15.38
2025-03-27,"Outsmartimg the 20215 Housing Market","50% Off","Real Estate Agent","Commerical",307,"Pre-Licensing","LinkedIn","C",0.5,1000,500,"Thursday",287.5,21,1.5,1.1,3,14.29
2025-03-27,"75-Hr. PA Sales Pre-Licensing Course Only Package","50% Off","Appraiser","Other",718,"Continuing Education","LinkedIn","B",0.5,7500,3750,"Thursday",342.06,12,1.5,1.1,2,16.67
2025-03-27,"Real Estate Introduction","None","Appraiser","Government",938,"Continuing Education","Facebook","A",NA,1500,NA,"Thursday",336.47,8,0.8,1,0,0
2025-03-28,"Rental vs Sales - Defining Your Path","40% Off","Mortgage Broker","Residential",620,"Pre-Licensing","Direct","B",0.4,200,80,"Friday",104.02,25,1.3,1.4,6,24
2025-03-28,"Real Estate Introduction","30% Off","Other","Other",755,"Pre-Licensing","Direct","C",0.3,1500,450,"Friday",346.55,34,1.15,1.4,3,8.82
2025-03-28,"Outsmartimg the 20215 Housing Market","30% Off","Other","Government",366,"Pre-Licensing","Direct","C",0.3,1000,300,"Friday",185.08,10,1.15,1.4,1,10
2025-03-29,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Appraiser","Private",207,"Pre-Licensing","Direct","B",NA,7500,NA,"Saturday",312.37,33,0.8,1.4,2,6.06
2025-03-29,"Transition from Home Real Estate to Commerical Real Estate","None","Appraiser","Private",383,"Pre-Licensing","LinkedIn","A",NA,750,NA,"Saturday",283.2,23,0.8,1.1,2,8.7
2025-03-29,"Transition from Home Real Estate to Commerical Real Estate","None","Mortgage Broker","Residential",737,"Continuing Education","Email","B",NA,750,NA,"Saturday",61.14,15,0.8,1,0,0
2025-03-29,"Transition from Home Real Estate to Commerical Real Estate","None","Appraiser","Other",207,"Pre-Licensing","Email","A",NA,750,NA,"Saturday",121.16,7,0.8,1,0,0
2025-03-30,"20-Hour Mortage Broker Education","None","Mortgage Broker","Commerical",529,"Continuing Education","Direct","C",NA,2000,NA,"Sunday",464.57,7,0.8,1.4,1,14.29
2025-03-30,"Real Estate Introduction","None","Other","Residential",821,"Pre-Licensing","Facebook","C",NA,1500,NA,"Sunday",193.88,28,0.8,1,2,7.14
2025-03-30,"Rental vs Sales - Defining Your Path","40% Off","Other","Government",130,"Pre-Licensing","Email","B",0.4,200,80,"Sunday",388.98,20,1.3,1,3,15
2025-03-30,"Outsmartimg the 20215 Housing Market","None","Other","Other",945,"Pre-Licensing","Email","C",NA,1000,NA,"Sunday",278.92,33,0.8,1,2,6.06
2025-03-30,"20-Hour Mortage Broker Education","None","Appraiser","Residential",958,"Pre-Licensing","Email","C",NA,2000,NA,"Sunday",341.25,33,0.8,1,1,3.03
2025-03-31,"75-Hr. PA Sales Pre-Licensing Course Only Package","30% Off","Mortgage Broker","Other",506,"Continuing Education","Email","A",0.3,7500,2250,"Monday",460.96,32,1.15,1,3,9.38
2025-03-31,"Outsmartimg the 20215 Housing Market","None","Appraiser","Commerical",259,"Continuing Education","Email","B",NA,1000,NA,"Monday",165.18,24,0.8,1,1,4.17
2025-03-31,"Real Estate Introduction","30% Off","Appraiser","Other",409,"Other","LinkedIn","C",0.3,1500,450,"Monday",254.23,17,1.15,1.1,3,17.65
2025-03-31,"Real Estate Introduction","None","Other","Government",244,"Continuing Education","Email","A",NA,1500,NA,"Monday",393.34,7,0.8,1,0,0
2025-03-31,"Transition from Home Real Estate to Commerical Real Estate","None","Other","Commerical",247,"Pre-Licensing","Conference","C",NA,750,NA,"Monday",245.08,15,0.8,1.3,1,6.67
2025-03-31,"75-Hr. PA Sales Pre-Licensing Course Only Package","30% Off","Mortgage Broker","Private",992,"Pre-Licensing","Facebook","A",0.3,7500,2250,"Monday",227.26,5,1.15,1,0,0
2025-03-31,"20-Hour Mortage Broker Education","30% Off","Appraiser","Other",646,"Continuing Education","Facebook","B",0.3,2000,600,"Monday",418.22,36,1.15,1,3,8.33
2025-03-31,"Appraisers State Exam","30% Off","Mortgage Broker","Other",283,"Pre-Licensing","Direct","A",0.3,750,225,"Monday",313.02,20,1.15,1.4,3,15
2025-03-31,"Rental vs Sales - Defining Your Path","None","Mortgage Broker","Government",750,"Continuing Education","Email","B",NA,200,NA,"Monday",213.96,30,0.8,1,1,3.33
2025-04-01,"Transition from Home Real Estate to Commerical Real Estate","50% Off","Other","Private",129,"Pre-Licensing","Email","A",0.5,750,375,"Tuesday",429.54,7,1.5,1,0,0
2025-04-01,"Rental vs Sales - Defining Your Path","50% Off","Real Estate Agent","Other",933,"Pre-Licensing","LinkedIn","A",0.5,200,100,"Tuesday",389.84,26,1.5,1.1,2,7.69
2025-04-01,"Rental vs Sales - Defining Your Path","None","Mortgage Broker","Government",857,"Continuing Education","Email","B",NA,200,NA,"Tuesday",72.5,23,0.8,1,2,8.7
2025-04-01,"Rental vs Sales - Defining Your Path","40% Off","Other","Private",194,"Other","Email","C",0.4,200,80,"Tuesday",446.2,19,1.3,1,2,10.53
2025-04-02,"20-Hour Mortage Broker Education","None","Real Estate Agent","Private",429,"Pre-Licensing","Facebook","C",NA,2000,NA,"Wednesday",125.14,30,0.8,1,1,3.33
2025-04-02,"Outsmartimg the 20215 Housing Market","30% Off","Other","Private",703,"Continuing Education","Email","A",0.3,1000,300,"Wednesday",455.91,32,1.15,1,4,12.5
2025-04-02,"Real Estate Introduction","40% Off","Mortgage Broker","Government",730,"Pre-Licensing","Facebook","B",0.4,1500,600,"Wednesday",368.34,28,1.3,1,2,7.14
2025-04-02,"75-Hr. PA Sales Pre-Licensing Course Only Package","40% Off","Mortgage Broker","Other",350,"Pre-Licensing","LinkedIn","A",0.4,7500,3000,"Wednesday",202.39,23,1.3,1.1,3,13.04
2025-04-02,"Real Estate Introduction","50% Off","Mortgage Broker","Private",795,"Other","Conference","C",0.5,1500,750,"Wednesday",256.06,38,1.5,1.3,6,15.79
2025-04-03,"Rental vs Sales - Defining Your Path","50% Off","Real Estate Agent","Government",393,"Pre-Licensing","Direct","B",0.5,200,100,"Thursday",128.16,6,1.5,1.4,1,16.67
2025-04-03,"75-Hr. PA Sales Pre-Licensing Course Only Package","50% Off","Appraiser","Commerical",784,"Continuing Education","Direct","B",0.5,7500,3750,"Thursday",324.75,38,1.5,1.4,5,13.16
2025-04-03,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Appraiser","Commerical",807,"Continuing Education","Facebook","C",0.3,750,225,"Thursday",96.78,30,1.15,1,4,13.33
2025-04-03,"Transition from Home Real Estate to Commerical Real Estate","50% Off","Other","Government",551,"Pre-Licensing","Direct","B",0.5,750,375,"Thursday",467.42,29,1.5,1.4,6,20.69
2025-04-03,"75-Hr. PA Sales Pre-Licensing Course Only Package","30% Off","Appraiser","Residential",336,"Pre-Licensing","LinkedIn","C",0.3,7500,2250,"Thursday",95.37,9,1.15,1.1,0,0
2025-04-03,"Real Estate Introduction","40% Off","Real Estate Agent","Government",838,"Continuing Education","Direct","A",0.4,1500,600,"Thursday",467.57,5,1.3,1.4,1,20
2025-04-03,"20-Hour Mortage Broker Education","None","Other","Commerical",462,"Pre-Licensing","Email","A",NA,2000,NA,"Thursday",180.42,5,0.8,1,0,0
2025-04-04,"Real Estate Introduction","30% Off","Appraiser","Private",585,"Pre-Licensing","Direct","A",0.3,1500,450,"Friday",64.93,10,1.15,1.4,2,20
2025-04-04,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Other","Government",785,"Pre-Licensing","Direct","C",0.3,750,225,"Friday",399.5,6,1.15,1.4,0,0
2025-04-04,"Transition from Home Real Estate to Commerical Real Estate","None","Real Estate Agent","Other",223,"Pre-Licensing","Facebook","A",NA,750,NA,"Friday",320.04,27,0.8,1,1,3.7
2025-04-05,"Real Estate Introduction","None","Mortgage Broker","Private",152,"Pre-Licensing","LinkedIn","B",NA,1500,NA,"Saturday",220.93,37,0.8,1.1,4,10.81
2025-04-05,"20-Hour Mortage Broker Education","None","Other","Other",108,"Continuing Education","LinkedIn","B",NA,2000,NA,"Saturday",65.41,35,0.8,1.1,4,11.43
2025-04-05,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Real Estate Agent","Other",162,"Other","LinkedIn","B",0.3,750,225,"Saturday",122.83,35,1.15,1.1,2,5.71
2025-04-05,"Appraisers State Exam","None","Appraiser","Government",495,"Continuing Education","Conference","C",NA,750,NA,"Saturday",126.76,37,0.8,1.3,2,5.41
2025-04-06,"Appraisers State Exam","50% Off","Real Estate Agent","Private",996,"Continuing Education","Direct","B",0.5,750,375,"Sunday",165.32,25,1.5,1.4,4,16
2025-04-06,"Rental vs Sales - Defining Your Path","None","Appraiser","Government",174,"Pre-Licensing","Email","A",NA,200,NA,"Sunday",442.17,29,0.8,1,3,10.34
2025-04-06,"20-Hour Mortage Broker Education","None","Mortgage Broker","Private",447,"Other","LinkedIn","B",NA,2000,NA,"Sunday",208.14,21,0.8,1.1,1,4.76
2025-04-06,"Outsmartimg the 20215 Housing Market","30% Off","Appraiser","Other",728,"Pre-Licensing","Direct","C",0.3,1000,300,"Sunday",405.53,38,1.15,1.4,6,15.79
2025-04-06,"Appraisers State Exam","None","Appraiser","Commerical",832,"Continuing Education","Email","A",NA,750,NA,"Sunday",364.35,39,0.8,1,2,5.13
2025-04-06,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Appraiser","Commerical",237,"Pre-Licensing","Direct","C",NA,7500,NA,"Sunday",433.31,10,0.8,1.4,1,10
2025-04-06,"20-Hour Mortage Broker Education","None","Real Estate Agent","Private",364,"Other","Conference","B",NA,2000,NA,"Sunday",420.89,30,0.8,1.3,1,3.33
2025-04-06,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Real Estate Agent","Government",159,"Other","Direct","B",0.3,750,225,"Sunday",110.7,7,1.15,1.4,1,14.29
2025-04-07,"Transition from Home Real Estate to Commerical Real Estate","40% Off","Appraiser","Commerical",232,"Pre-Licensing","LinkedIn","B",0.4,750,300,"Monday",249.47,9,1.3,1.1,0,0
2025-04-08,"Transition from Home Real Estate to Commerical Real Estate","None","Real Estate Agent","Government",168,"Continuing Education","Conference","B",NA,750,NA,"Tuesday",385.68,32,0.8,1.3,2,6.25
2025-04-08,"Outsmartimg the 20215 Housing Market","30% Off","Other","Other",903,"Pre-Licensing","Email","B",0.3,1000,300,"Tuesday",219.83,11,1.15,1,1,9.09
2025-04-08,"Real Estate Introduction","None","Mortgage Broker","Residential",249,"Continuing Education","Direct","C",NA,1500,NA,"Tuesday",456.72,13,0.8,1.4,1,7.69
2025-04-08,"20-Hour Mortage Broker Education","30% Off","Mortgage Broker","Commerical",230,"Pre-Licensing","Direct","C",0.3,2000,600,"Tuesday",371.47,27,1.15,1.4,5,18.52
2025-04-08,"75-Hr. PA Sales Pre-Licensing Course Only Package","30% Off","Other","Government",621,"Pre-Licensing","Direct","C",0.3,7500,2250,"Tuesday",438.75,9,1.15,1.4,1,11.11
2025-04-08,"Outsmartimg the 20215 Housing Market","30% Off","Mortgage Broker","Commerical",499,"Pre-Licensing","LinkedIn","B",0.3,1000,300,"Tuesday",187.76,24,1.15,1.1,2,8.33
2025-04-08,"Appraisers State Exam","50% Off","Appraiser","Other",862,"Other","LinkedIn","A",0.5,750,375,"Tuesday",326.73,29,1.5,1.1,6,20.69
2025-04-09,"Appraisers State Exam","40% Off","Real Estate Agent","Other",922,"Pre-Licensing","Email","A",0.4,750,300,"Wednesday",472.22,18,1.3,1,1,5.56
2025-04-09,"Appraisers State Exam","40% Off","Real Estate Agent","Residential",127,"Other","Direct","B",0.4,750,300,"Wednesday",102.79,35,1.3,1.4,6,17.14
2025-04-09,"Rental vs Sales - Defining Your Path","40% Off","Mortgage Broker","Commerical",279,"Continuing Education","Facebook","C",0.4,200,80,"Wednesday",91.37,26,1.3,1,2,7.69
2025-04-10,"Outsmartimg the 20215 Housing Market","None","Real Estate Agent","Commerical",350,"Pre-Licensing","Email","B",NA,1000,NA,"Thursday",267.5,17,0.8,1,0,0
2025-04-10,"Outsmartimg the 20215 Housing Market","None","Appraiser","Other",295,"Pre-Licensing","LinkedIn","A",NA,1000,NA,"Thursday",200.28,9,0.8,1.1,1,11.11
2025-04-10,"Real Estate Introduction","None","Real Estate Agent","Private",342,"Pre-Licensing","Direct","B",NA,1500,NA,"Thursday",344.58,14,0.8,1.4,1,7.14
2025-04-10,"Rental vs Sales - Defining Your Path","None","Other","Government",120,"Continuing Education","Email","B",NA,200,NA,"Thursday",369.12,17,0.8,1,1,5.88
2025-04-10,"Real Estate Introduction","30% Off","Other","Other",982,"Continuing Education","Email","B",0.3,1500,450,"Thursday",191.61,8,1.15,1,1,12.5
2025-04-10,"Appraisers State Exam","None","Mortgage Broker","Residential",543,"Pre-Licensing","Email","A",NA,750,NA,"Thursday",125.6,25,0.8,1,1,4
2025-04-11,"Real Estate Introduction","40% Off","Appraiser","Private",167,"Continuing Education","Email","C",0.4,1500,600,"Friday",174.3,38,1.3,1,4,10.53
2025-04-11,"20-Hour Mortage Broker Education","30% Off","Real Estate Agent","Residential",824,"Continuing Education","Email","A",0.3,2000,600,"Friday",297.26,35,1.15,1,3,8.57
2025-04-12,"Real Estate Introduction","30% Off","Other","Residential",715,"Pre-Licensing","Direct","C",0.3,1500,450,"Saturday",364.83,23,1.15,1.4,2,8.7
2025-04-13,"Appraisers State Exam","None","Appraiser","Residential",413,"Pre-Licensing","Conference","C",NA,750,NA,"Sunday",65.16,40,0.8,1.3,4,10
2025-04-13,"20-Hour Mortage Broker Education","50% Off","Appraiser","Residential",701,"Pre-Licensing","Facebook","A",0.5,2000,1000,"Sunday",273.02,19,1.5,1,1,5.26
2025-04-14,"20-Hour Mortage Broker Education","40% Off","Mortgage Broker","Other",997,"Pre-Licensing","Email","B",0.4,2000,800,"Monday",217.11,30,1.3,1,3,10
2025-04-14,"Rental vs Sales - Defining Your Path","30% Off","Appraiser","Residential",737,"Pre-Licensing","Facebook","C",0.3,200,60,"Monday",78.13,40,1.15,1,6,15
2025-04-14,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Real Estate Agent","Government",909,"Pre-Licensing","LinkedIn","B",NA,7500,NA,"Monday",60.3,34,0.8,1.1,3,8.82
2025-04-14,"75-Hr. PA Sales Pre-Licensing Course Only Package","40% Off","Other","Private",358,"Continuing Education","LinkedIn","C",0.4,7500,3000,"Monday",190.09,38,1.3,1.1,4,10.53
2025-04-15,"Outsmartimg the 20215 Housing Market","40% Off","Other","Residential",181,"Pre-Licensing","Facebook","A",0.4,1000,400,"Tuesday",494.07,8,1.3,1,0,0
2025-04-15,"20-Hour Mortage Broker Education","40% Off","Mortgage Broker","Commerical",710,"Continuing Education","Direct","B",0.4,2000,800,"Tuesday",74.78,24,1.3,1.4,5,20.83
2025-04-15,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Mortgage Broker","Residential",281,"Continuing Education","Direct","C",NA,7500,NA,"Tuesday",297.95,19,0.8,1.4,3,15.79
2025-04-16,"Transition from Home Real Estate to Commerical Real Estate","None","Real Estate Agent","Private",823,"Other","Direct","B",NA,750,NA,"Wednesday",353.31,10,0.8,1.4,1,10
2025-04-16,"Rental vs Sales - Defining Your Path","30% Off","Other","Residential",493,"Pre-Licensing","LinkedIn","A",0.3,200,60,"Wednesday",57.01,19,1.15,1.1,2,10.53
2025-04-17,"Transition from Home Real Estate to Commerical Real Estate","40% Off","Other","Commerical",119,"Continuing Education","Direct","A",0.4,750,300,"Thursday",166.13,34,1.3,1.4,6,17.65
2025-04-17,"Appraisers State Exam","40% Off","Mortgage Broker","Private",162,"Continuing Education","Facebook","B",0.4,750,300,"Thursday",79.7,16,1.3,1,1,6.25
2025-04-17,"20-Hour Mortage Broker Education","None","Mortgage Broker","Government",188,"Pre-Licensing","Email","B",NA,2000,NA,"Thursday",486.57,8,0.8,1,0,0
2025-04-17,"75-Hr. PA Sales Pre-Licensing Course Only Package","30% Off","Appraiser","Other",213,"Continuing Education","Email","B",0.3,7500,2250,"Thursday",189.03,16,1.15,1,1,6.25
2025-04-18,"75-Hr. PA Sales Pre-Licensing Course Only Package","50% Off","Other","Commerical",322,"Continuing Education","LinkedIn","C",0.5,7500,3750,"Friday",275.28,9,1.5,1.1,1,11.11
2025-04-18,"Appraisers State Exam","30% Off","Real Estate Agent","Commerical",690,"Pre-Licensing","Direct","C",0.3,750,225,"Friday",461.2,13,1.15,1.4,2,15.38
2025-04-18,"Appraisers State Exam","40% Off","Other","Government",147,"Continuing Education","Direct","C",0.4,750,300,"Friday",102.48,18,1.3,1.4,2,11.11
2025-04-18,"Real Estate Introduction","None","Appraiser","Other",756,"Pre-Licensing","Email","A",NA,1500,NA,"Friday",407.58,7,0.8,1,0,0
2025-04-19,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Other","Private",897,"Pre-Licensing","Conference","C",0.3,750,225,"Saturday",485.78,32,1.15,1.3,6,18.75
2025-04-19,"20-Hour Mortage Broker Education","30% Off","Appraiser","Government",361,"Other","Facebook","C",0.3,2000,600,"Saturday",274.52,26,1.15,1,3,11.54
2025-04-19,"Real Estate Introduction","50% Off","Real Estate Agent","Government",608,"Continuing Education","LinkedIn","B",0.5,1500,750,"Saturday",85.89,8,1.5,1.1,1,12.5
2025-04-19,"Rental vs Sales - Defining Your Path","30% Off","Real Estate Agent","Commerical",720,"Pre-Licensing","Facebook","B",0.3,200,60,"Saturday",483.98,29,1.15,1,4,13.79
2025-04-20,"20-Hour Mortage Broker Education","30% Off","Other","Commerical",278,"Continuing Education","Direct","A",0.3,2000,600,"Sunday",88.98,30,1.15,1.4,3,10
2025-04-20,"20-Hour Mortage Broker Education","50% Off","Appraiser","Other",972,"Pre-Licensing","Direct","B",0.5,2000,1000,"Sunday",308.44,27,1.5,1.4,7,25.93
2025-04-20,"Real Estate Introduction","40% Off","Real Estate Agent","Commerical",908,"Continuing Education","Email","C",0.4,1500,600,"Sunday",85.07,8,1.3,1,0,0
2025-04-20,"Real Estate Introduction","50% Off","Appraiser","Residential",152,"Continuing Education","Facebook","C",0.5,1500,750,"Sunday",61.88,7,1.5,1,1,14.29
2025-04-21,"Real Estate Introduction","50% Off","Other","Residential",346,"Other","Facebook","C",0.5,1500,750,"Monday",327.1,26,1.5,1,4,15.38
2025-04-21,"Outsmartimg the 20215 Housing Market","40% Off","Other","Residential",764,"Continuing Education","LinkedIn","A",0.4,1000,400,"Monday",424.88,35,1.3,1.1,6,17.14
2025-04-21,"Transition from Home Real Estate to Commerical Real Estate","40% Off","Other","Commerical",215,"Continuing Education","Conference","B",0.4,750,300,"Monday",256,37,1.3,1.3,8,21.62
2025-04-21,"Transition from Home Real Estate to Commerical Real Estate","None","Mortgage Broker","Other",244,"Pre-Licensing","Email","C",NA,750,NA,"Monday",132.6,36,0.8,1,2,5.56
2025-04-21,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Appraiser","Commerical",742,"Pre-Licensing","Facebook","B",NA,7500,NA,"Monday",237.54,35,0.8,1,4,11.43
2025-04-21,"Real Estate Introduction","40% Off","Mortgage Broker","Private",521,"Continuing Education","Direct","B",0.4,1500,600,"Monday",445.73,39,1.3,1.4,8,20.51
2025-04-21,"Rental vs Sales - Defining Your Path","30% Off","Other","Private",265,"Other","Conference","B",0.3,200,60,"Monday",295.23,13,1.15,1.3,2,15.38
2025-04-22,"Rental vs Sales - Defining Your Path","None","Other","Commerical",149,"Other","Email","C",NA,200,NA,"Tuesday",193.4,26,0.8,1,2,7.69
2025-04-22,"Real Estate Introduction","30% Off","Mortgage Broker","Residential",490,"Pre-Licensing","Email","C",0.3,1500,450,"Tuesday",478.7,12,1.15,1,1,8.33
2025-04-22,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Appraiser","Other",386,"Pre-Licensing","Conference","A",0.3,750,225,"Tuesday",171.84,16,1.15,1.3,1,6.25
2025-04-23,"75-Hr. PA Sales Pre-Licensing Course Only Package","30% Off","Appraiser","Government",183,"Pre-Licensing","Conference","B",0.3,7500,2250,"Wednesday",314.55,24,1.15,1.3,3,12.5
2025-04-23,"Appraisers State Exam","None","Mortgage Broker","Residential",714,"Pre-Licensing","Direct","C",NA,750,NA,"Wednesday",453.46,7,0.8,1.4,0,0
2025-04-23,"Appraisers State Exam","30% Off","Other","Commerical",932,"Pre-Licensing","Facebook","B",0.3,750,225,"Wednesday",175.06,6,1.15,1,0,0
2025-04-24,"Outsmartimg the 20215 Housing Market","40% Off","Mortgage Broker","Residential",898,"Pre-Licensing","Email","A",0.4,1000,400,"Thursday",50.74,33,1.3,1,2,6.06
2025-04-24,"Real Estate Introduction","None","Mortgage Broker","Commerical",909,"Continuing Education","Facebook","B",NA,1500,NA,"Thursday",407.55,6,0.8,1,0,0
2025-04-24,"Appraisers State Exam","30% Off","Real Estate Agent","Private",400,"Pre-Licensing","LinkedIn","A",0.3,750,225,"Thursday",362.68,15,1.15,1.1,1,6.67
2025-04-24,"Outsmartimg the 20215 Housing Market","None","Real Estate Agent","Commerical",279,"Pre-Licensing","LinkedIn","B",NA,1000,NA,"Thursday",256.24,33,0.8,1.1,2,6.06
2025-04-24,"Rental vs Sales - Defining Your Path","40% Off","Appraiser","Residential",968,"Other","Facebook","C",0.4,200,80,"Thursday",62,15,1.3,1,2,13.33
2025-04-24,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Mortgage Broker","Commerical",768,"Continuing Education","LinkedIn","A",NA,7500,NA,"Thursday",208,19,0.8,1.1,2,10.53
2025-04-25,"Transition from Home Real Estate to Commerical Real Estate","None","Real Estate Agent","Government",202,"Continuing Education","Conference","A",NA,750,NA,"Friday",403.26,32,0.8,1.3,3,9.38
2025-04-25,"Appraisers State Exam","50% Off","Appraiser","Private",297,"Continuing Education","LinkedIn","A",0.5,750,375,"Friday",470.89,34,1.5,1.1,4,11.76
2025-04-25,"Rental vs Sales - Defining Your Path","None","Real Estate Agent","Residential",680,"Pre-Licensing","Facebook","C",NA,200,NA,"Friday",433.39,19,0.8,1,2,10.53
2025-04-25,"Real Estate Introduction","None","Real Estate Agent","Other",624,"Pre-Licensing","Email","B",NA,1500,NA,"Friday",116.14,10,0.8,1,0,0
2025-04-25,"Rental vs Sales - Defining Your Path","40% Off","Mortgage Broker","Government",875,"Continuing Education","Direct","C",0.4,200,80,"Friday",224.19,15,1.3,1.4,2,13.33
2025-04-26,"Rental vs Sales - Defining Your Path","None","Real Estate Agent","Other",546,"Pre-Licensing","Direct","A",NA,200,NA,"Saturday",153.99,10,0.8,1.4,1,10
2025-04-26,"Rental vs Sales - Defining Your Path","30% Off","Other","Other",800,"Pre-Licensing","Direct","B",0.3,200,60,"Saturday",194.2,20,1.15,1.4,3,15
2025-04-26,"Outsmartimg the 20215 Housing Market","50% Off","Real Estate Agent","Private",660,"Pre-Licensing","LinkedIn","A",0.5,1000,500,"Saturday",169.6,35,1.5,1.1,8,22.86
2025-04-26,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Other","Government",244,"Continuing Education","Email","B",NA,7500,NA,"Saturday",317.23,34,0.8,1,2,5.88
2025-04-26,"Rental vs Sales - Defining Your Path","None","Appraiser","Other",587,"Pre-Licensing","Email","C",NA,200,NA,"Saturday",135.96,8,0.8,1,0,0
2025-04-26,"20-Hour Mortage Broker Education","40% Off","Appraiser","Residential",487,"Pre-Licensing","Facebook","A",0.4,2000,800,"Saturday",250.18,7,1.3,1,0,0
2025-04-27,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Other","Government",832,"Continuing Education","Email","C",0.3,750,225,"Sunday",160.34,16,1.15,1,0,0
2025-04-27,"Outsmartimg the 20215 Housing Market","None","Real Estate Agent","Other",716,"Continuing Education","Facebook","B",NA,1000,NA,"Sunday",160.66,7,0.8,1,0,0
2025-04-27,"Rental vs Sales - Defining Your Path","30% Off","Mortgage Broker","Residential",354,"Pre-Licensing","Direct","B",0.3,200,60,"Sunday",484.81,29,1.15,1.4,2,6.9
2025-04-28,"Real Estate Introduction","30% Off","Mortgage Broker","Residential",862,"Pre-Licensing","Email","A",0.3,1500,450,"Monday",285.66,23,1.15,1,3,13.04
2025-04-28,"75-Hr. PA Sales Pre-Licensing Course Only Package","30% Off","Appraiser","Other",718,"Continuing Education","LinkedIn","C",0.3,7500,2250,"Monday",350.93,10,1.15,1.1,1,10
2025-04-28,"Real Estate Introduction","30% Off","Other","Residential",497,"Other","Direct","B",0.3,1500,450,"Monday",282.5,22,1.15,1.4,3,13.64
2025-04-28,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Appraiser","Government",827,"Continuing Education","LinkedIn","B",0.3,750,225,"Monday",199.14,21,1.15,1.1,1,4.76
2025-04-28,"Transition from Home Real Estate to Commerical Real Estate","None","Mortgage Broker","Other",486,"Continuing Education","Direct","A",NA,750,NA,"Monday",309.98,21,0.8,1.4,2,9.52
2025-04-28,"20-Hour Mortage Broker Education","50% Off","Real Estate Agent","Other",144,"Continuing Education","LinkedIn","B",0.5,2000,1000,"Monday",216.1,19,1.5,1.1,2,10.53
2025-04-29,"20-Hour Mortage Broker Education","30% Off","Real Estate Agent","Other",486,"Continuing Education","Email","A",0.3,2000,600,"Tuesday",97.31,18,1.15,1,1,5.56
2025-04-29,"Appraisers State Exam","50% Off","Mortgage Broker","Other",842,"Pre-Licensing","Facebook","A",0.5,750,375,"Tuesday",58.44,12,1.5,1,1,8.33
2025-04-29,"Transition from Home Real Estate to Commerical Real Estate","None","Other","Private",750,"Other","LinkedIn","A",NA,750,NA,"Tuesday",151.04,20,0.8,1.1,1,5
2025-04-29,"Appraisers State Exam","None","Appraiser","Other",571,"Continuing Education","Facebook","C",NA,750,NA,"Tuesday",498.83,36,0.8,1,3,8.33
2025-04-29,"Appraisers State Exam","None","Other","Government",906,"Pre-Licensing","Direct","B",NA,750,NA,"Tuesday",152.72,9,0.8,1.4,0,0
2025-04-30,"Real Estate Introduction","40% Off","Real Estate Agent","Other",762,"Pre-Licensing","Email","C",0.4,1500,600,"Wednesday",352.17,31,1.3,1,4,12.9
